age,workclass,education,education_num,marital_status,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,discretized_gross_income,workclass_sc,education_sc,marital_status_sc,occupation_sc
30,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Self-employed,HS-grad,Married,Service
33,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,0,0,39,United-States,<=50K,Private,Some-college,Married,Service
51,Private,Some-college,10,Married-civ-spouse,Sales,Male,0,1902,50,United-States,>50K,Private,Some-college,Married,Sales
58,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,1977,50,United-States,>50K,Gov,Masters,Married,Professional
22,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,12,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
27,Private,11th,7,Married-civ-spouse,Sales,Male,0,0,40,United-States,<=50K,Private,School,Married,Sales
35,Private,Some-college,10,Never-married,Exec-managerial,Male,0,0,60,United-States,<=50K,Private,Some-college,Never-married,Manager
32,Private,Some-college,10,Divorced,Sales,Female,0,0,55,United-States,<=50K,Private,Some-college,Divorced,Sales
41,Private,Bachelors,13,Married-civ-spouse,Tech-support,Female,0,0,25,United-States,>50K,Private,Bachelors,Married,Service
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
17,Private,11th,7,Never-married,Sales,Male,0,0,15,United-States,<=50K,Private,School,Never-married,Sales
50,Private,Bachelors,13,Divorced,Exec-managerial,Male,0,0,55,United-States,>50K,Private,Bachelors,Divorced,Manager
54,State-gov,HS-grad,9,Separated,Exec-managerial,Female,0,0,38,United-States,<=50K,Gov,HS-grad,Separated,Manager
23,State-gov,HS-grad,9,Never-married,Other-service,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Never-married,Service
40,Private,Bachelors,13,Divorced,Adm-clerical,Female,0,0,20,United-States,<=50K,Private,Bachelors,Divorced,Adm-clerical
29,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,5013,0,40,Germany,<=50K,Private,Bachelors,Married,Professional
30,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Male,0,0,55,United-States,<=50K,Private,Assoc-voc,Married,Manager
20,Private,Some-college,10,Never-married,Sales,Male,0,0,8,India,<=50K,Private,Some-college,Never-married,Sales
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Male,0,0,50,United-States,<=50K,Self-employed,Some-college,Married,Farming
25,Private,Some-college,10,Never-married,Tech-support,Male,0,0,25,United-States,<=50K,Private,Some-college,Never-married,Service
39,Private,Masters,14,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K,Private,Masters,Married,Sales
48,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Male,0,0,50,United-States,>50K,Private,Assoc-acdm,Married,Professional
41,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Female,0,0,40,United-States,<=50K,Self-employed,HS-grad,Divorced,Service
24,Private,Bachelors,13,Never-married,Adm-clerical,Male,0,0,30,United-States,<=50K,Private,Bachelors,Never-married,Adm-clerical
20,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,Yugoslavia,<=50K,Private,Some-college,Never-married,Adm-clerical
25,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Private,Some-college,Married,Service
39,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Female,0,0,35,Puerto-Rico,>50K,Private,Some-college,Married,Manager
66,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Professional
34,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Adm-clerical
36,Private,Bachelors,13,Divorced,Prof-specialty,Male,14084,0,40,United-States,>50K,Private,Bachelors,Divorced,Professional
46,Private,HS-grad,9,Married-civ-spouse,Sales,Female,0,0,40,United-States,<=50K,Private,HS-grad,Married,Sales
42,Local-gov,Masters,14,Divorced,Prof-specialty,Female,0,0,45,United-States,<=50K,Gov,Masters,Divorced,Professional
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,1902,70,Canada,>50K,Private,HS-grad,Married,Service
34,Local-gov,HS-grad,9,Never-married,Protective-serv,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Never-married,Service
43,Private,Some-college,10,Married-civ-spouse,Tech-support,Female,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
42,Private,Some-college,10,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Manager
31,Private,Bachelors,13,Never-married,Sales,Male,0,0,48,United-States,<=50K,Private,Bachelors,Never-married,Sales
32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Manager
46,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,40,Germany,>50K,Gov,HS-grad,Married,Adm-clerical
42,Self-emp-inc,7th-8th,4,Divorced,Craft-repair,Male,0,0,25,United-States,<=50K,Self-employed,School,Divorced,Service
21,Private,Assoc-voc,11,Never-married,Exec-managerial,Male,0,0,40,United-States,<=50K,Private,Assoc-voc,Never-married,Manager
24,Private,Bachelors,13,Never-married,Sales,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Sales
23,Private,HS-grad,9,Never-married,Sales,Male,0,0,55,United-States,<=50K,Private,HS-grad,Never-married,Sales
50,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,7298,0,40,United-States,>50K,Gov,Masters,Married,Professional
37,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,45,United-States,<=50K,Private,Some-college,Divorced,Adm-clerical
44,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Gov,Assoc-acdm,Married,Service
29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
30,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Female,0,0,24,United-States,<=50K,Private,Assoc-voc,Married,Adm-clerical
36,Private,Some-college,10,Married-civ-spouse,Sales,Male,0,0,44,United-States,<=50K,Private,Some-college,Married,Sales
49,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Male,0,0,45,United-States,<=50K,Self-employed,Bachelors,Never-married,Sales
29,Private,HS-grad,9,Divorced,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
45,Local-gov,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Gov,HS-grad,Never-married,Adm-clerical
75,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,0,0,20,United-States,>50K,Gov,Doctorate,Married,Professional
37,Private,Assoc-acdm,12,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,Assoc-acdm,Divorced,Manager
51,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Male,0,0,25,United-States,<=50K,Private,Bachelors,Married,Service
61,Local-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,48,United-States,<=50K,Gov,HS-grad,Married,Farming
50,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Married,Adm-clerical
59,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
25,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,30,United-States,<=50K,Private,HS-grad,Never-married,Adm-clerical
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,16,United-States,<=50K,Private,HS-grad,Never-married,Service
56,Private,Some-college,10,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,>50K,Private,Some-college,Married,Service
44,Private,Bachelors,13,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Adm-clerical
35,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,0,0,50,United-States,<=50K,Private,Assoc-voc,Married,Service
57,Private,HS-grad,9,Never-married,Exec-managerial,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Manager
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,15024,0,50,United-States,>50K,Self-employed,HS-grad,Married,Farming
27,Private,Bachelors,13,Never-married,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Manager
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,2051,20,United-States,<=50K,Self-employed,HS-grad,Married,Farming
46,Private,11th,7,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K,Private,School,Married,Service
48,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,60,United-States,>50K,Self-employed,Prof-school,Married,Professional
61,Private,Bachelors,13,Divorced,Adm-clerical,Male,0,0,40,United-States,>50K,Private,Bachelors,Divorced,Adm-clerical
33,Private,HS-grad,9,Never-married,Transport-moving,Male,0,0,87,United-States,<=50K,Private,HS-grad,Never-married,Service
40,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
58,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,65,United-States,>50K,Self-employed,Some-college,Married,Manager
46,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,2392,50,United-States,>50K,Self-employed,Masters,Married,Manager
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Private,Some-college,Married,Professional
51,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Female,0,0,50,United-States,<=50K,Self-employed,Some-college,Divorced,Manager
37,Private,12th,8,Never-married,Other-service,Female,0,0,40,United-States,<=50K,Private,School,Never-married,Service
64,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,2057,60,China,<=50K,Private,Masters,Married,Professional
41,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,54,United-States,<=50K,Private,HS-grad,Never-married,Service
18,Private,11th,7,Never-married,Handlers-cleaners,Male,594,0,30,United-States,<=50K,Private,School,Never-married,Service
44,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Male,0,0,88,United-States,<=50K,Self-employed,School,Married,Farming
41,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,0,0,48,United-States,>50K,Gov,Bachelors,Married,Professional
33,State-gov,Some-college,10,Separated,Prof-specialty,Male,10520,0,40,United-States,>50K,Gov,Some-college,Separated,Professional
37,Private,9th,5,Separated,Priv-house-serv,Female,0,0,16,Mexico,<=50K,Private,School,Separated,Priv-house-serv
34,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
20,Private,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Service
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,<=50K,Private,Bachelors,Married,Manager
28,Private,Assoc-voc,11,Never-married,Other-service,Female,0,0,40,United-States,<=50K,Private,Assoc-voc,Never-married,Service
20,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Male,0,0,45,United-States,<=50K,Self-employed,HS-grad,Never-married,Service
22,Federal-gov,Bachelors,13,Never-married,Tech-support,Male,0,0,8,United-States,<=50K,Gov,Bachelors,Never-married,Service
55,Private,Bachelors,13,Divorced,Adm-clerical,Female,0,0,73,United-States,<=50K,Private,Bachelors,Divorced,Adm-clerical
20,Private,Some-college,10,Never-married,Prof-specialty,Male,0,0,35,United-States,<=50K,Private,Some-college,Never-married,Professional
26,Private,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Professional
20,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Male,0,0,70,United-States,<=50K,Self-employed,HS-grad,Never-married,Farming
40,Private,9th,5,Divorced,Other-service,Female,0,0,40,United-States,<=50K,Private,School,Divorced,Service
33,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K,Private,HS-grad,Married,Sales
24,Private,HS-grad,9,Never-married,Sales,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Sales
25,Private,Some-college,10,Never-married,Exec-managerial,Male,0,0,46,United-States,<=50K,Private,Some-college,Never-married,Manager
18,Private,11th,7,Never-married,Other-service,Male,0,0,8,United-States,<=50K,Private,School,Never-married,Service
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,60,United-States,<=50K,Self-employed,HS-grad,Married,Service
17,Private,12th,8,Never-married,Handlers-cleaners,Male,0,0,17,United-States,<=50K,Private,School,Never-married,Service
34,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,0,0,45,United-States,<=50K,Self-employed,Assoc-voc,Married,Service
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,45,United-States,>50K,Private,Bachelors,Married,Professional
49,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Gov,Some-college,Married,Manager
74,Private,HS-grad,9,Widowed,Adm-clerical,Female,15831,0,40,United-States,>50K,Private,HS-grad,Widowed,Adm-clerical
37,Private,HS-grad,9,Divorced,Farming-fishing,Male,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Farming
20,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Male,0,1573,40,United-States,<=50K,Private,School,Married,Service
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Female,0,0,35,United-States,>50K,Private,HS-grad,Married,Manager
34,Private,Bachelors,13,Never-married,Sales,Male,27828,0,40,United-States,>50K,Private,Bachelors,Never-married,Sales
30,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,1740,40,Haiti,<=50K,Private,Prof-school,Married,Professional
44,Private,HS-grad,9,Separated,Adm-clerical,Female,0,0,40,Puerto-Rico,<=50K,Private,HS-grad,Separated,Adm-clerical
40,Private,10th,6,Married-civ-spouse,Other-service,Female,0,0,32,United-States,<=50K,Private,School,Married,Service
58,Private,HS-grad,9,Married-civ-spouse,Sales,Female,0,0,40,Greece,<=50K,Private,HS-grad,Married,Sales
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
42,Private,Some-college,10,Married-civ-spouse,Sales,Male,0,0,25,United-States,>50K,Private,Some-college,Married,Sales
39,Private,HS-grad,9,Never-married,Other-service,Male,0,0,18,United-States,<=50K,Private,HS-grad,Never-married,Service
19,Private,HS-grad,9,Never-married,Other-service,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,15024,0,70,United-States,>50K,Private,Masters,Married,Manager
29,State-gov,Masters,14,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K,Gov,Masters,Never-married,Professional
34,Federal-gov,Some-college,10,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Gov,Some-college,Never-married,Service
27,Private,Preschool,1,Married-civ-spouse,Farming-fishing,Male,41310,0,24,Mexico,<=50K,Private,Preschool,Married,Farming
54,Private,Some-college,10,Divorced,Craft-repair,Female,0,0,48,United-States,<=50K,Private,Some-college,Divorced,Service
40,Private,HS-grad,9,Widowed,Machine-op-inspct,Female,0,0,37,United-States,<=50K,Private,HS-grad,Widowed,Service
19,Private,Some-college,10,Never-married,Sales,Female,0,0,25,United-States,<=50K,Private,Some-college,Never-married,Sales
17,Private,11th,7,Never-married,Other-service,Male,594,0,10,United-States,<=50K,Private,School,Never-married,Service
33,Private,Some-college,10,Married-civ-spouse,Sales,Male,0,0,52,United-States,<=50K,Private,Some-college,Married,Sales
80,Private,7th-8th,4,Widowed,Other-service,Female,0,0,24,United-States,<=50K,Private,School,Widowed,Service
24,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Male,0,0,50,United-States,<=50K,Self-employed,HS-grad,Never-married,Service
28,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Professional
55,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Female,0,0,30,United-States,>50K,Private,HS-grad,Married,Manager
21,Private,Some-college,10,Never-married,Exec-managerial,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Manager
51,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,38,United-States,<=50K,Private,HS-grad,Divorced,Adm-clerical
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
42,Private,HS-grad,9,Never-married,Other-service,Female,0,0,24,United-States,<=50K,Private,HS-grad,Never-married,Service
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,48,United-States,<=50K,Self-employed,HS-grad,Married,Manager
51,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Adm-clerical
21,Private,Some-college,10,Never-married,Other-service,Female,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Service
37,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Gov,Some-college,Married,Service
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,52,United-States,<=50K,Private,HS-grad,Never-married,Service
42,Federal-gov,Masters,14,Never-married,Exec-managerial,Female,14084,0,60,United-States,>50K,Gov,Masters,Never-married,Manager
40,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Private,Masters,Married,Professional
33,Private,HS-grad,9,Never-married,Other-service,Male,0,0,32,United-States,<=50K,Private,HS-grad,Never-married,Service
